id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value
5761,Planet,Kita North,Rarity,9,Inhabitant,Cruthan F
5762,Planet,Kita North,Rarity,28,Inhabitant,Gredican M
5763,Planet,Kita North,Rarity,1,Inhabitant,Cristallian F
5764,Planet,Kita North,Rarity,7,Inhabitant,Pampan F
5765,Planet,Kita South,Rarity,20,Inhabitant,Kitan F
5766,Planet,Kita South,Rarity,17,Inhabitant,Cruthan F
5767,Planet,Kita North,Rarity,31,Inhabitant,Gredican F
5768,Planet,Kita North,Rarity,35,Inhabitant,Lusan M
5769,Planet,Kita North,Rarity,25,Inhabitant,Zandoan M
5770,Planet,Kita North,Rarity,29,Inhabitant,Sindarin F
5771,Planet,Kita South,Rarity,2,Inhabitant,Cruthan F
5772,Planet,Kita South,Rarity,32,Inhabitant,Zandoan F
5773,Planet,Kita South,Rarity,30,Inhabitant,Lusan F
5774,Planet,Kita South,Rarity,23,Inhabitant,Zandoan F
5775,Planet,Kita South,Rarity,8,Inhabitant,Gredican F
5776,Planet,Kita North,Rarity,33,Inhabitant,Cruthan F
5777,Planet,Kita South,Rarity,1,Inhabitant,Lusan F
5778,Planet,Kita South,Rarity,3,Inhabitant,Pampan M
5779,Planet,Kita South,Rarity,27,Inhabitant,Zandoan M
5780,Planet,Kita North,Rarity,18,Inhabitant,Zandoan M
5781,Planet,Kita North,Rarity,34,Inhabitant,Ozaran F
5782,Planet,Kita North,Rarity,21,Inhabitant,Cristallian M
5783,Planet,Kita South,Rarity,29,Inhabitant,Sindarin F
5784,Planet,Kita North,Rarity,15,Inhabitant,Gredican F
5785,Planet,Kita North,Rarity,11,Inhabitant,Lusan F
5786,Planet,Kita North,Rarity,10,Inhabitant,Sindarin F
5787,Planet,Kita North,Rarity,12,Inhabitant,Gredican M
5788,Planet,Kita South,Rarity,11,Inhabitant,Cristallian F
5789,Planet,Kita North,Rarity,18,Inhabitant,Lusan M
5790,Planet,Kita South,Rarity,21,Inhabitant,Gredican F
5791,Planet,Kita North,Rarity,28,Inhabitant,Cristallian F
5792,Planet,Kita South,Rarity,15,Inhabitant,Gredican F
5793,Planet,Kita North,Rarity,24,Inhabitant,Zandoan M
5794,Planet,Kita North,Rarity,11,Inhabitant,Pampan F
5795,Planet,Kita South,Rarity,18,Inhabitant,Zandoan M
5796,Planet,Kita South,Rarity,6,Inhabitant,Ozaran F
5797,Planet,Kita North,Rarity,3,Inhabitant,Zandoan F
5798,Planet,Kita North,Rarity,11,Inhabitant,Kitan F
5799,Planet,Kita North,Rarity,33,Inhabitant,Pampan F
5800,Planet,Kita South,Rarity,9,Inhabitant,Cruthan M
5801,Planet,Kita North,Rarity,24,Inhabitant,Sindarin M
5802,Planet,Kita North,Rarity,13,Inhabitant,Cruthan M
5803,Planet,Kita North,Rarity,7,Inhabitant,Minasan M
5804,Planet,Kita North,Rarity,6,Inhabitant,Kitan M
5805,Planet,Kita North,Rarity,10,Inhabitant,Cristallian F
5806,Planet,Kita South,Rarity,25,Inhabitant,Cristallian M
5807,Planet,Kita South,Rarity,12,Inhabitant,Pampan F
5808,Planet,Kita South,Rarity,4,Inhabitant,Cristallian F
5809,Planet,Kita South,Rarity,6,Inhabitant,Ozaran M
5810,Planet,Kita North,Rarity,3,Inhabitant,Sindarin F
5811,Planet,Kita South,Rarity,2,Inhabitant,Cristallian M
5812,Planet,Kita North,Rarity,33,Inhabitant,Cristallian F
5813,Planet,Kita South,Rarity,8,Inhabitant,Cristallian M
5814,Planet,Kita South,Rarity,3,Inhabitant,Minasan M
5815,Planet,Kita North,Rarity,6,Inhabitant,Pampan F
5816,Planet,Kita South,Rarity,35,Inhabitant,Cristallian M
5817,Planet,Kita South,Rarity,31,Inhabitant,Minasan F
5818,Planet,Kita North,Rarity,25,Inhabitant,Zandoan F
5819,Planet,Kita South,Rarity,17,Inhabitant,Gredican F
5820,Planet,Kita South,Rarity,33,Inhabitant,Zandoan F
5821,Planet,Kita South,Rarity,4,Inhabitant,Kitan F
5822,Planet,Kita South,Rarity,9,Inhabitant,Kitan M
5823,Planet,Kita North,Rarity,9,Inhabitant,Minasan F
5824,Planet,Kita South,Rarity,6,Inhabitant,Kitan F
5825,Planet,Kita South,Rarity,12,Inhabitant,Minasan M
5826,Planet,Kita South,Rarity,28,Inhabitant,Zandoan M
5827,Planet,Kita South,Rarity,10,Inhabitant,Sindarin M
5828,Planet,Kita South,Rarity,11,Inhabitant,Zandoan M
5829,Planet,Kita South,Rarity,13,Inhabitant,Cristallian M
5830,Planet,Kita North,Rarity,22,Inhabitant,Cruthan M
5831,Planet,Kita North,Rarity,6,Inhabitant,Cruthan F
5832,Planet,Kita South,Rarity,14,Inhabitant,Kitan M
5833,Planet,Kita North,Rarity,18,Inhabitant,Cristallian F
5834,Planet,Kita North,Rarity,5,Inhabitant,Kitan M
5835,Planet,Kita North,Rarity,22,Inhabitant,Cruthan F
5836,Planet,Kita South,Rarity,29,Inhabitant,Lusan M
5837,Planet,Kita North,Rarity,5,Inhabitant,Pampan M
5838,Planet,Kita North,Rarity,3,Inhabitant,Gredican F
5839,Planet,Kita South,Rarity,29,Inhabitant,Gredican F
5840,Planet,Kita South,Rarity,19,Inhabitant,Ozaran M
5841,Planet,Kita South,Rarity,3,Inhabitant,Kitan F
5842,Planet,Kita South,Rarity,13,Inhabitant,Ozaran M
5843,Planet,Kita North,Rarity,16,Inhabitant,Lusan M
5844,Planet,Kita North,Rarity,2,Inhabitant,Pampan F
5845,Planet,Kita North,Rarity,18,Inhabitant,Pampan M
5846,Planet,Kita North,Rarity,13,Inhabitant,Zandoan F
5847,Planet,Kita North,Rarity,14,Inhabitant,Zandoan F
5848,Planet,Kita South,Rarity,33,Inhabitant,Kitan F
5849,Planet,Kita North,Rarity,31,Inhabitant,Cruthan F
5850,Planet,Kita South,Rarity,17,Inhabitant,Gredican M
5851,Planet,Kita South,Rarity,10,Inhabitant,Cristallian M
5852,Planet,Kita North,Rarity,14,Inhabitant,Kitan F
5853,Planet,Kita South,Rarity,9,Inhabitant,Pampan M
5854,Planet,Kita South,Rarity,18,Inhabitant,Cristallian F
5855,Planet,Kita South,Rarity,5,Inhabitant,Zandoan F
5856,Planet,Kita South,Rarity,26,Inhabitant,Gredican M
5857,Planet,Kita North,Rarity,7,Inhabitant,Minasan M
5858,Planet,Kita North,Rarity,11,Inhabitant,Cristallian M
5859,Planet,Kita South,Rarity,2,Inhabitant,Lusan F
5860,Planet,Kita South,Rarity,28,Inhabitant,Lusan M
5861,Planet,Kita North,Rarity,4,Inhabitant,Ozaran M
5862,Planet,Kita North,Rarity,16,Inhabitant,Lusan F
5863,Planet,Kita South,Rarity,29,Inhabitant,Zandoan F
5864,Planet,Kita South,Rarity,15,Inhabitant,Zandoan M
5865,Planet,Kita North,Rarity,7,Inhabitant,Ozaran M
5866,Planet,Kita South,Rarity,15,Inhabitant,Minasan F
5867,Planet,Kita South,Rarity,29,Inhabitant,Sindarin M
5868,Planet,Kita North,Rarity,28,Inhabitant,Minasan M
5869,Planet,Kita South,Rarity,35,Inhabitant,Cristallian F
5870,Planet,Kita North,Rarity,27,Inhabitant,Lusan F
5871,Planet,Kita North,Rarity,4,Inhabitant,Sindarin M
5872,Planet,Kita South,Rarity,13,Inhabitant,Kitan M
5873,Planet,Kita South,Rarity,23,Inhabitant,Ozaran M
5874,Planet,Kita North,Rarity,30,Inhabitant,Cristallian F
5875,Planet,Kita South,Rarity,2,Inhabitant,Minasan F
5876,Planet,Kita South,Rarity,17,Inhabitant,Lusan F
5877,Planet,Kita South,Rarity,10,Inhabitant,Cristallian F
5878,Planet,Kita South,Rarity,29,Inhabitant,Ozaran M
5879,Planet,Kita North,Rarity,25,Inhabitant,Sindarin M
5880,Planet,Kita South,Rarity,5,Inhabitant,Sindarin F
5881,Planet,Kita South,Rarity,28,Inhabitant,Lusan M
5882,Planet,Kita South,Rarity,5,Inhabitant,Pampan F
5883,Planet,Kita North,Rarity,15,Inhabitant,Kitan M
5884,Planet,Kita South,Rarity,30,Inhabitant,Cruthan M
5885,Planet,Kita North,Rarity,23,Inhabitant,Minasan F
5886,Planet,Kita North,Rarity,1,Inhabitant,Gredican M
5887,Planet,Kita North,Rarity,21,Inhabitant,Ozaran M
5888,Planet,Kita South,Rarity,24,Inhabitant,Ozaran M
5889,Planet,Kita South,Rarity,21,Inhabitant,Zandoan M
5890,Planet,Kita North,Rarity,16,Inhabitant,Cristallian F
5891,Planet,Kita South,Rarity,4,Inhabitant,Pampan M
5892,Planet,Kita South,Rarity,22,Inhabitant,Zandoan M
5893,Planet,Kita North,Rarity,26,Inhabitant,Cristallian M
5894,Planet,Kita South,Rarity,8,Inhabitant,Zandoan M
5895,Planet,Kita North,Rarity,12,Inhabitant,Minasan M
5896,Planet,Kita South,Rarity,13,Inhabitant,Zandoan F
5897,Planet,Kita North,Rarity,13,Inhabitant,Zandoan M
5898,Planet,Kita South,Rarity,25,Inhabitant,Zandoan M
5899,Planet,Kita South,Rarity,15,Inhabitant,Pampan M
5900,Planet,Kita North,Rarity,5,Inhabitant,Gredican F
5901,Planet,Kita North,Rarity,5,Inhabitant,Zandoan F
5902,Planet,Kita South,Rarity,13,Inhabitant,Zandoan M
5903,Planet,Kita South,Rarity,28,Inhabitant,Sindarin M
5904,Planet,Kita North,Rarity,21,Inhabitant,Zandoan M
5905,Planet,Kita North,Rarity,15,Inhabitant,Ozaran M
5906,Planet,Kita South,Rarity,31,Inhabitant,Cristallian F
5907,Planet,Kita North,Rarity,30,Inhabitant,Kitan M
5908,Planet,Kita South,Rarity,16,Inhabitant,Ozaran M
5909,Planet,Kita South,Rarity,5,Inhabitant,Cristallian F
5910,Planet,Kita South,Rarity,1,Inhabitant,Sindarin F
5911,Planet,Kita North,Rarity,10,Inhabitant,Pampan M
5912,Planet,Kita North,Rarity,15,Inhabitant,Ozaran F
5913,Planet,Kita North,Rarity,25,Inhabitant,Kitan M
5914,Planet,Kita South,Rarity,29,Inhabitant,Cristallian M
5915,Planet,Kita South,Rarity,23,Inhabitant,Minasan M
5916,Planet,Kita South,Rarity,8,Inhabitant,Kitan F
5917,Planet,Kita North,Rarity,17,Inhabitant,Minasan F
5918,Planet,Kita South,Rarity,26,Inhabitant,Lusan F
5919,Planet,Kita North,Rarity,3,Inhabitant,Pampan F
5920,Planet,Kita North,Rarity,29,Inhabitant,Zandoan F
5921,Planet,Kita North,Rarity,19,Inhabitant,Ozaran M
5922,Planet,Kita North,Rarity,38,Inhabitant,Pampan F
5923,Planet,Kita South,Rarity,18,Inhabitant,Lusan F
5924,Planet,Kita South,Rarity,10,Inhabitant,Ozaran F
5925,Planet,Kita South,Rarity,17,Inhabitant,Pampan M
5926,Planet,Kita North,Rarity,1,Inhabitant,Kitan F
5927,Planet,Kita South,Rarity,15,Inhabitant,Cristallian F
5928,Planet,Kita South,Rarity,7,Inhabitant,Gredican F
5929,Planet,Kita South,Rarity,23,Inhabitant,Pampan M
5930,Planet,Kita North,Rarity,22,Inhabitant,Cristallian M
5931,Planet,Kita South,Rarity,16,Inhabitant,Cruthan F
5932,Planet,Kita North,Rarity,16,Inhabitant,Ozaran M
5933,Planet,Kita South,Rarity,26,Inhabitant,Pampan F
5934,Planet,Kita North,Rarity,28,Inhabitant,Cruthan M
5935,Planet,Kita North,Rarity,24,Inhabitant,Sindarin F
5936,Planet,Kita North,Rarity,13,Inhabitant,Lusan M
5937,Planet,Kita North,Rarity,2,Inhabitant,Pampan M
5938,Planet,Kita South,Rarity,14,Inhabitant,Cristallian M
5939,Planet,Kita North,Rarity,31,Inhabitant,Lusan M
5940,Planet,Kita South,Rarity,18,Inhabitant,Kitan M
5941,Planet,Kita South,Rarity,36,Inhabitant,Gredican F
5942,Planet,Kita South,Rarity,32,Inhabitant,Kitan M
5943,Planet,Kita South,Rarity,26,Inhabitant,Kitan F
5944,Planet,Kita South,Rarity,17,Inhabitant,Cruthan M
5945,Planet,Kita South,Rarity,19,Inhabitant,Pampan F
5946,Planet,Kita South,Rarity,13,Inhabitant,Minasan F
5947,Planet,Kita North,Rarity,1,Inhabitant,Pampan F
5948,Planet,Kita North,Rarity,18,Inhabitant,Ozaran M
5949,Planet,Kita South,Rarity,3,Inhabitant,Minasan F
5950,Planet,Kita North,Rarity,5,Inhabitant,Cruthan F
5951,Planet,Kita North,Rarity,16,Inhabitant,Ozaran F
5952,Planet,Kita North,Rarity,32,Inhabitant,Gredican F
5953,Planet,Kita North,Rarity,33,Inhabitant,Minasan F
5954,Planet,Kita South,Rarity,3,Inhabitant,Cruthan M
5955,Planet,Kita North,Rarity,2,Inhabitant,Pampan M
5956,Planet,Kita South,Rarity,7,Inhabitant,Sindarin M
5957,Planet,Kita North,Rarity,3,Inhabitant,Cruthan M
5958,Planet,Kita South,Rarity,21,Inhabitant,Cruthan F
5959,Planet,Kita North,Rarity,24,Inhabitant,Kitan F
5960,Planet,Kita North,Rarity,19,Inhabitant,Cruthan F
5961,Planet,Kita North,Rarity,28,Inhabitant,Minasan F
5962,Planet,Kita South,Rarity,11,Inhabitant,Cristallian M
5963,Planet,Kita South,Rarity,28,Inhabitant,Kitan M
5964,Planet,Kita North,Rarity,5,Inhabitant,Cruthan M
5965,Planet,Kita South,Rarity,4,Inhabitant,Gredican F
5966,Planet,Kita North,Rarity,37,Inhabitant,Cristallian M
5967,Planet,Kita South,Rarity,8,Inhabitant,Ozaran M
5968,Planet,Kita South,Rarity,15,Inhabitant,Cruthan F
5969,Planet,Kita South,Rarity,4,Inhabitant,Sindarin F
5970,Planet,Kita South,Rarity,9,Inhabitant,Ozaran F
5971,Planet,Kita North,Rarity,14,Inhabitant,Gredican M
5972,Planet,Kita South,Rarity,28,Inhabitant,Minasan M
5973,Planet,Kita North,Rarity,1,Inhabitant,Lusan M
5974,Planet,Kita North,Rarity,23,Inhabitant,Ozaran M
5975,Planet,Kita South,Rarity,34,Inhabitant,Cristallian F
5976,Planet,Kita North,Rarity,28,Inhabitant,Kitan F
5977,Planet,Kita North,Rarity,21,Inhabitant,Sindarin M
5978,Planet,Kita North,Rarity,19,Inhabitant,Kitan F
5979,Planet,Kita South,Rarity,4,Inhabitant,Kitan M
5980,Planet,Kita South,Rarity,6,Inhabitant,Cristallian F
5981,Planet,Kita North,Rarity,31,Inhabitant,Minasan F
5982,Planet,Kita South,Rarity,6,Inhabitant,Kitan M
5983,Planet,Kita North,Rarity,34,Inhabitant,Pampan F
5984,Planet,Kita North,Rarity,18,Inhabitant,Cristallian M
5985,Planet,Kita North,Rarity,19,Inhabitant,Gredican M
5986,Planet,Kita South,Rarity,31,Inhabitant,Minasan M
5987,Planet,Kita North,Rarity,4,Inhabitant,Lusan M
5988,Planet,Kita North,Rarity,32,Inhabitant,Minasan F
5989,Planet,Kita North,Rarity,19,Inhabitant,Cruthan M
5990,Planet,Kita North,Rarity,29,Inhabitant,Lusan F
5991,Planet,Kita North,Rarity,10,Inhabitant,Kitan M
5992,Planet,Kita North,Rarity,32,Inhabitant,Cristallian F
5993,Planet,Kita North,Rarity,9,Inhabitant,Zandoan M
5994,Planet,Kita South,Rarity,21,Inhabitant,Gredican M
5995,Planet,Kita North,Rarity,14,Inhabitant,Cruthan M
5996,Planet,Kita North,Rarity,23,Inhabitant,Kitan F
5997,Planet,Kita North,Rarity,6,Inhabitant,Lusan F
5998,Planet,Kita North,Rarity,22,Inhabitant,Gredican F
5999,Planet,Kita South,Rarity,14,Inhabitant,Lusan M
6000,Planet,Kita South,Rarity,11,Inhabitant,Ozaran F
6001,Planet,Crutha North,Rarity,26,Inhabitant,Cruthan F
6002,Planet,Crutha North,Rarity,4,Inhabitant,Gredican M
6003,Planet,Crutha North,Rarity,14,Inhabitant,Minasan F
6004,Planet,Crutha North,Rarity,8,Inhabitant,Lusan M
6005,Planet,Crutha North,Rarity,12,Inhabitant,Cruthan M
6006,Planet,Crutha South,Rarity,25,Inhabitant,Kitan F
6007,Planet,Crutha North,Rarity,11,Inhabitant,Pampan M
6008,Planet,Crutha North,Rarity,15,Inhabitant,Zandoan M
6009,Planet,Crutha South,Rarity,7,Inhabitant,Lusan M
6010,Planet,Crutha North,Rarity,5,Inhabitant,Lusan M
6011,Planet,Crutha South,Rarity,9,Inhabitant,Ozaran F
6012,Planet,Crutha South,Rarity,17,Inhabitant,Zandoan M
6013,Planet,Crutha North,Rarity,40,Inhabitant,Pampan F
6014,Planet,Crutha South,Rarity,19,Inhabitant,Pampan F
6015,Planet,Crutha North,Rarity,20,Inhabitant,Cristallian F
6016,Planet,Crutha North,Rarity,17,Inhabitant,Lusan M
6017,Planet,Crutha South,Rarity,8,Inhabitant,Cruthan F
6018,Planet,Crutha North,Rarity,2,Inhabitant,Ozaran F
6019,Planet,Crutha South,Rarity,14,Inhabitant,Minasan F
6020,Planet,Crutha North,Rarity,22,Inhabitant,Ozaran M
6021,Planet,Crutha North,Rarity,15,Inhabitant,Kitan M
6022,Planet,Crutha North,Rarity,5,Inhabitant,Lusan M
6023,Planet,Crutha South,Rarity,4,Inhabitant,Lusan F
6024,Planet,Crutha South,Rarity,2,Inhabitant,Kitan F
6025,Planet,Crutha North,Rarity,27,Inhabitant,Sindarin M
6026,Planet,Crutha South,Rarity,1,Inhabitant,Cristallian M
6027,Planet,Crutha South,Rarity,2,Inhabitant,Gredican M
6028,Planet,Crutha North,Rarity,1,Inhabitant,Minasan M
6029,Planet,Crutha North,Rarity,31,Inhabitant,Gredican F
6030,Planet,Crutha North,Rarity,2,Inhabitant,Lusan M
6031,Planet,Crutha North,Rarity,8,Inhabitant,Kitan F
6032,Planet,Crutha North,Rarity,1,Inhabitant,Pampan F
6033,Planet,Crutha North,Rarity,25,Inhabitant,Zandoan F
6034,Planet,Crutha North,Rarity,11,Inhabitant,Minasan F
6035,Planet,Crutha South,Rarity,10,Inhabitant,Ozaran M
6036,Planet,Crutha North,Rarity,6,Inhabitant,Kitan F
6037,Planet,Crutha South,Rarity,34,Inhabitant,Cristallian M
6038,Planet,Crutha South,Rarity,24,Inhabitant,Cristallian F
6039,Planet,Crutha South,Rarity,19,Inhabitant,Lusan F
6040,Planet,Crutha South,Rarity,23,Inhabitant,Zandoan M
6041,Planet,Crutha South,Rarity,4,Inhabitant,Gredican F
6042,Planet,Crutha South,Rarity,13,Inhabitant,Zandoan M
6043,Planet,Crutha North,Rarity,32,Inhabitant,Ozaran F
6044,Planet,Crutha North,Rarity,2,Inhabitant,Lusan M
6045,Planet,Crutha South,Rarity,38,Inhabitant,Pampan F
6046,Planet,Crutha South,Rarity,1,Inhabitant,Ozaran M
6047,Planet,Crutha South,Rarity,17,Inhabitant,Pampan F
6048,Planet,Crutha North,Rarity,11,Inhabitant,Minasan F
6049,Planet,Crutha South,Rarity,16,Inhabitant,Cruthan F
6050,Planet,Crutha South,Rarity,26,Inhabitant,Pampan F
6051,Planet,Crutha North,Rarity,8,Inhabitant,Kitan F
6052,Planet,Crutha South,Rarity,27,Inhabitant,Gredican M
6053,Planet,Crutha North,Rarity,18,Inhabitant,Gredican F
6054,Planet,Crutha South,Rarity,15,Inhabitant,Cruthan M
6055,Planet,Crutha South,Rarity,3,Inhabitant,Minasan M
6056,Planet,Crutha South,Rarity,15,Inhabitant,Ozaran F
6057,Planet,Crutha North,Rarity,20,Inhabitant,Cristallian M
6058,Planet,Crutha South,Rarity,21,Inhabitant,Kitan M
6059,Planet,Crutha North,Rarity,6,Inhabitant,Lusan M
6060,Planet,Crutha South,Rarity,6,Inhabitant,Cristallian M
6061,Planet,Crutha North,Rarity,34,Inhabitant,Gredican M
6062,Planet,Crutha North,Rarity,24,Inhabitant,Cristallian F
6063,Planet,Crutha North,Rarity,30,Inhabitant,Minasan F
6064,Planet,Crutha South,Rarity,12,Inhabitant,Cristallian F
6065,Planet,Crutha North,Rarity,13,Inhabitant,Minasan M
6066,Planet,Crutha North,Rarity,32,Inhabitant,Kitan M
6067,Planet,Crutha South,Rarity,40,Inhabitant,Zandoan F
6068,Planet,Crutha South,Rarity,24,Inhabitant,Cruthan F
6069,Planet,Crutha South,Rarity,1,Inhabitant,Lusan M
6070,Planet,Crutha North,Rarity,12,Inhabitant,Gredican F
6071,Planet,Crutha North,Rarity,14,Inhabitant,Kitan F
6072,Planet,Crutha South,Rarity,13,Inhabitant,Cruthan M
6073,Planet,Crutha North,Rarity,3,Inhabitant,Ozaran F
6074,Planet,Crutha North,Rarity,2,Inhabitant,Gredican F
6075,Planet,Crutha South,Rarity,11,Inhabitant,Lusan M
6076,Planet,Crutha North,Rarity,24,Inhabitant,Ozaran F
6077,Planet,Crutha South,Rarity,1,Inhabitant,Gredican M
6078,Planet,Crutha North,Rarity,8,Inhabitant,Sindarin F
6079,Planet,Crutha South,Rarity,14,Inhabitant,Zandoan F
6080,Planet,Crutha South,Rarity,20,Inhabitant,Cristallian F
6081,Planet,Crutha North,Rarity,4,Inhabitant,Pampan M
6082,Planet,Crutha North,Rarity,3,Inhabitant,Zandoan M
6083,Planet,Crutha South,Rarity,9,Inhabitant,Kitan F
6084,Planet,Crutha South,Rarity,27,Inhabitant,Kitan M
6085,Planet,Crutha South,Rarity,21,Inhabitant,Gredican M
6086,Planet,Crutha South,Rarity,19,Inhabitant,Gredican F
6087,Planet,Crutha North,Rarity,7,Inhabitant,Kitan M
6088,Planet,Crutha North,Rarity,9,Inhabitant,Cruthan M
6089,Planet,Crutha South,Rarity,11,Inhabitant,Kitan M
6090,Planet,Crutha South,Rarity,16,Inhabitant,Ozaran F
6091,Planet,Crutha North,Rarity,2,Inhabitant,Ozaran M
6092,Planet,Crutha North,Rarity,1,Inhabitant,Pampan F
6093,Planet,Crutha North,Rarity,21,Inhabitant,Kitan M
6094,Planet,Crutha South,Rarity,6,Inhabitant,Cruthan M
6095,Planet,Crutha South,Rarity,17,Inhabitant,Gredican F
6096,Planet,Crutha North,Rarity,9,Inhabitant,Cristallian F
6097,Planet,Crutha North,Rarity,5,Inhabitant,Gredican F
6098,Planet,Crutha North,Rarity,6,Inhabitant,Sindarin F
6099,Planet,Crutha North,Rarity,9,Inhabitant,Sindarin M
6100,Planet,Crutha North,Rarity,14,Inhabitant,Gredican F
6101,Planet,Crutha South,Rarity,28,Inhabitant,Minasan M
6102,Planet,Crutha South,Rarity,22,Inhabitant,Gredican M
6103,Planet,Crutha South,Rarity,13,Inhabitant,Zandoan F
6104,Planet,Crutha North,Rarity,8,Inhabitant,Pampan F
6105,Planet,Crutha South,Rarity,21,Inhabitant,Gredican F
6106,Planet,Crutha North,Rarity,14,Inhabitant,Ozaran M
6107,Planet,Crutha South,Rarity,5,Inhabitant,Zandoan M
6108,Planet,Crutha South,Rarity,1,Inhabitant,Ozaran F
6109,Planet,Crutha South,Rarity,7,Inhabitant,Lusan F
6110,Planet,Crutha South,Rarity,31,Inhabitant,Ozaran F
6111,Planet,Crutha South,Rarity,14,Inhabitant,Kitan F
6112,Planet,Crutha South,Rarity,13,Inhabitant,Zandoan F
6113,Planet,Crutha North,Rarity,4,Inhabitant,Zandoan M
6114,Planet,Crutha North,Rarity,27,Inhabitant,Sindarin M
6115,Planet,Crutha North,Rarity,19,Inhabitant,Cruthan M
6116,Planet,Crutha South,Rarity,7,Inhabitant,Minasan M
6117,Planet,Crutha North,Rarity,10,Inhabitant,Pampan M
6118,Planet,Crutha South,Rarity,30,Inhabitant,Kitan F
6119,Planet,Crutha North,Rarity,4,Inhabitant,Zandoan F
6120,Planet,Crutha South,Rarity,10,Inhabitant,Kitan M
6121,Planet,Crutha South,Rarity,20,Inhabitant,Cruthan F
6122,Planet,Crutha North,Rarity,27,Inhabitant,Cristallian M
6123,Planet,Crutha North,Rarity,8,Inhabitant,Cruthan M
6124,Planet,Crutha South,Rarity,15,Inhabitant,Ozaran F
6125,Planet,Crutha North,Rarity,5,Inhabitant,Ozaran F
6126,Planet,Crutha South,Rarity,2,Inhabitant,Cristallian M
6127,Planet,Crutha North,Rarity,5,Inhabitant,Sindarin F
6128,Planet,Crutha North,Rarity,27,Inhabitant,Zandoan M
6129,Planet,Crutha South,Rarity,6,Inhabitant,Minasan F
6130,Planet,Crutha North,Rarity,5,Inhabitant,Lusan M
6131,Planet,Crutha South,Rarity,12,Inhabitant,Kitan M
6132,Planet,Crutha North,Rarity,9,Inhabitant,Zandoan F
6133,Planet,Crutha North,Rarity,14,Inhabitant,Gredican F
6134,Planet,Crutha South,Rarity,24,Inhabitant,Lusan M
6135,Planet,Crutha South,Rarity,13,Inhabitant,Kitan F
6136,Planet,Crutha South,Rarity,1,Inhabitant,Minasan F
6137,Planet,Crutha North,Rarity,18,Inhabitant,Cruthan F
6138,Planet,Crutha North,Rarity,23,Inhabitant,Kitan F
6139,Planet,Crutha North,Rarity,1,Inhabitant,Lusan M
6140,Planet,Crutha South,Rarity,7,Inhabitant,Gredican F
6141,Planet,Crutha South,Rarity,6,Inhabitant,Ozaran F
6142,Planet,Crutha North,Rarity,6,Inhabitant,Ozaran M
6143,Planet,Crutha South,Rarity,2,Inhabitant,Gredican F
6144,Planet,Crutha North,Rarity,12,Inhabitant,Lusan F
6145,Planet,Crutha North,Rarity,16,Inhabitant,Minasan M
6146,Planet,Crutha South,Rarity,1,Inhabitant,Zandoan M
6147,Planet,Crutha North,Rarity,5,Inhabitant,Kitan M
6148,Planet,Crutha South,Rarity,14,Inhabitant,Ozaran F
6149,Planet,Crutha North,Rarity,25,Inhabitant,Minasan M
6150,Planet,Crutha North,Rarity,7,Inhabitant,Kitan M
